id,Class,Community,Subclass,text
UgjLlCzLNbGyy3gCoAEC,noncounter,lgbt,Default,"There is no shame in believing a lie until you learn the truth.  

The success of so-called “gay rights” is an amazing triumph of clever deception over simple logic. When it comes to this issue, otherwise intelligent people routinely fall for arguments that just don’t hold up under scrutiny.  “Gay” sympathizers aren’t necessarily more gullible than other people, they are simply tricked into accepting certain conclusions without first examining the underlying premises.

He who defines the terms controls the debate -- and by extension, public opinion.  On this issue the terms have been defined (in many cases invented) by the talented sophists of the “gay” movement.  Sophistry, it must be noted, is the ancient Greek art of persuasion by subtly false reasoning.  The key to overcoming sophistry is to simplify and clarify what the sophists have intentionally made complex and vague.  That process begins by defining the terms and concepts being used in the arguments. One quickly discovers that most arguments advocating “gay rights” depend upon hidden false assumptions and deliberately ambiguous terms.  It’s all smoke and mirrors.     

Among the most common terms and concepts in the “gay rights” debate are: homosexuality, sexual orientation, heterosexism, diversity, multi-culturalism, inclusiveness, discrimination, homophobia and tolerance.  These words and phrases are used by “gay” sophists to frame the question of homosexuality as a civil rights issue.  It is a context chosen to favor homosexuals to the extent that they cast themselves as victims and their opponents as oppressors, yet even within this context, “gay” arguments are easily refuted"
UgyKoKe-k8mkfPNB0IB4AaABAg,noncounter,black,Default,WOMEN RESPECTER
Ugg4Ru8h0JZof3gCoAEC,counterspeech,lgbt,9,lol what a retard...
Ugw-b6igYnf-byDUfRF4AaABAg,noncounter,black,Default,Racist
UgxQ81Tudvbem4SSUfZ4AaABAg,noncounter,jews,Default,"What will Allah SHWA say to you for posting the comment ""why are you a muslim?..."" I wonder? Do you think Allah SHWA will congratulate you?"
UgySo4hy62iB53QZA7t4AaABAg,noncounter,jews,Default,"There does appear to be many forced marriages in Islam even today in 21st century.It was probly much more so in 7th century.Aisha was a child not a woman.She may have had some physical  maturity,but probly not emotional maturity.At 9 yrs old was she capable of giving birth?How old was the prophet at the time he consumated the marriage?She was 1 of his wives who was not a war captive.What about the others? Where they also as ""willing"" as you say Aisha was?"
Ugy0EBbzLa7a0W_u9JN4AaABAg,counterspeech,lgbt,9,"If God existed, then why did he make awful people like this :/"
UgxL4okNCvn010N9NT14AaABAg,noncounter,black,Default,"He was detained until police could figure out who was who and what actually happened.
Nice spin TYT and nice job cutting out the part of the video showing the cuffs being removed when they figured out he was not involved in the assault on the girl."
UghYDVB7BX0PtHgCoAEC,noncounter,lgbt,Default,"Never give in, pastor Anderson. Granted, you will end up in jail, just like brother Kent Hovind FOR TELLING THE TRUTH. Listen up, people, being a christian is not a popularity contest, it is about being the salt of the earth, it is about being a light in the darkness. Many shall fall away and follow the world, only a few will follow the Word. Do you think you will be saved if you defend the homosexual agenda ? Jesus Christ (in the old testament AND in the new testament) was crystal clear : homosexuals who practice homosexual sex will treated as wicked people : they will go to hell... but knock, knock... people who defend the gay agenda will ALSO go to hell, because they promote wickedness. Okay, I can hear you : Jesus Christ didnt judge the homosexuals, he said not to judge. Oh... so what you are saying is that Jesus Christ and the God of the Old testament are not ONE ? So you are saying that what Peter and Paul wrote was NOT the Word of God ? You see, if you dont believe the king james bible from cover to cover you prove that you dont believe the Word of God. You know who will be saved from eternal damnation ? Good people ? No. People who call themselves christians ? No. Only people who BELIEVE the bible from cover to cover will go to heaven. There was a good reason why Jesus ALWAYS said : you are saved by your faith. Pastor Anderson is a man of God, who has the guts to speak God's mind. Many pastors don't dare to speak the Word of God anymore, because telling the truth has become quite dangerous. You could lose your job, your assets, you could lose your life.  GO, pastor Anderson, GO !"
Ugz8vPi9fV8wfs4fHMB4AaABAg,noncounter,jews,Default,"Ok., Why wont you take the Jews and Christians as Allies?
 
........
 
AND I Quote the Dictionary here/ 
Definition of 
ALLY -
1. to unite formally
2. to associate or connect by some mutual﻿ relationship, as resemblance or friendship.
 
The Antonym of Ally is ENEMY, FOE, ADVERSARY
 ...
 
So basically Ally means Friend but anyway you answer my question Mr Pedantic."
Ugx1FUVmfzFBsYcC0_t4AaABAg,noncounter,jews,Default,"@Konicava Oh no he/she isn't, Allah demands worship, The Yahweh allows humans to choose"
UgjlGNZc53S4eXgCoAEC,counterspeech,black,9,A lot of racist cops in mn
Ugh5eBNVyyIMeHgCoAEC,counterspeech,lgbt,Positive tone,"If you agree with what this preacher is saying, you all should probably crawl out from under that rock and read a book [that isn’t 2000 years old], get some new friends, and or learn a thing or two about the new society that we are trying to build."
UgheXsbQm4DQongCoAEC,counterspeech,jews,Denouncing hateful or dangerous speech,"Comments on youtube are more ""Bashing"" than the actual experiment."
Ugxv3G5nRdMcpJE9z694AaABAg,noncounter,jews,Default,gary gary gary what the hell are you smoking dude ???
UgzwqSogq6du7mbVq3F4AaABAg,counterspeech,lgbt,"Affiliation, Hostile language","I know you are upset. This upsets me, too. I am straight and I do my best to follow Christ and I love my gay friends and family just as Jesus would. That said, PLEASE be careful. Hate and threats breed hate and threats. I know, I get threatened by ""Christians"" all of the time for standing up for my friends. Don't sink to their level, love them &, if you pray, pray that their eyes are opened to their hateful ways and that they learn to read their own Bible. Jesus loves you and so do I!"
Ugz__Zh16EjeJXVzVj54AaABAg,noncounter,black,Default,I found this funny and I'm black
Ugxqi-HH40EVFTwScvZ4AaABAg,counterspeech,lgbt,9,This vile pastor is a piece of filth and garbage. It's amazing how these idiots get off on talking about sodomy. He probably masturbates over it too.
UgzaV7IhU8mL0a_5sQ54AaABAg,counterspeech,black,9,This is Amerikkka for ya
UghEPL1L6KWGongCoAEC,noncounter,jews,Default,"There is only one Truth: ""Joy of Satan"" site. Look for it before it's too late."
Ugyok4mefLIkIrbyLXt4AaABAg,noncounter,jews,Default,"Christianity.

Anyone who disagrees is just lying."
UghBKQmB1kLl_ngCoAEC,noncounter,jews,Default,"the Zionist Jews are committing white genocide by flooding ALL and ONLY white countries with constant floods of non-white immigrants yet they demand israel to remain pure jewish. they control the american media and government.

watch David Duke's videos and wake up."
UgzgWKklrREu1fJI5b54AaABAg,noncounter,black,Default,You are mad funny yo ...
Ugi88NXX1zfWxXgCoAEC,counterspeech,jews,Hostile language,"This is so sad.  And even Amazon isn't helping.  Matter of fact, check out Amazon right now. They sell replica nazi war medals, swastika and all. Email Amazon and demand they stop selling those products. My family and many members of our synagogue already have.  Peace, love and open minds to us all."
UgzeL5UzMkpQ_31ZrlN4AaABAg,noncounter,jews,Default,@BigMrSox u are a moron. the south Sudanese who were deported sneaked into the country (like mexicans do to USA) and were not jewish. plus we gave each person a deported 1-2 thousand dollars and a flight home. you and all you moron hating friends hear pieces of news and then distort the facts for ur peers. you are either a liar or just stupid
UghilJyHDePbJHgCoAEC,counterspeech,lgbt,Positive tone,Marriage was defined in a magical garden with a talking snake by an invisible man in the sky.. Makes perfect sense!
UgyqhYg65sRyJRMyJRd4AaABAg,noncounter,black,Default,He was placed in handcuffs because they didnt know what was going on yet. Anybody can say anything. They did the right thing in the end.
UgxnpCpPASZSR1p4uv54AaABAg,counterspeech,black,9,You are a giant TWAT
Ughj5s2SjvOae3gCoAEC,counterspeech,jews,9,"moslems bow to a rock 5 times a day/365 days a year and think that going to visit it will forgive their sins, and they kiss the darn thing.  Then look at becoming a moslem - one cannot become a moslem and ONLY believe in their allah-thing, one is REQUIRED to believe in moe moe the pedo.  AND moslems want to forbid us to criticize or bash moe.  Listen to this guy tell us that we are filthy.  How does he know?  He is judging us - HE is doing his allah-thing's job of judging.  But that is what moslems do when they wage jihad in any manner (violently, by the word or by their wealth - part of which is required to fund violent jihad).  yes, boys and girls I have read islam's texts and sharia so don't start telling me that I don't know it unless you want to insult your own and tell them they can't translate, or that your allah-thing is too dumb to know anything other than Arabic."
Ugid79YCTPkBPHgCoAEC,noncounter,jews,Default,"so ,if a jew enters my shop,and i'm the owner and the jew ask me to give him money,just like that,i have to give him all the money,just coz he 's a jew and all he does is lie and lie and lie [the holocaust is the biggest lie of all times].fuck jews,they drag this planet to hell!"
UgibXRE3ZhwJQngCoAEC,noncounter,jews,Default,That's true in fact all the monky and pigs in the world are descendent from the jews this is a fact we should put the jews on the zoo hahahahaha
Ugh_rHvB50T7hngCoAEC,noncounter,jews,Default,"give these jews a Hitler, please!"
UgxNYT7Diwp9CeLbqg54AaABAg,counterspeech,black,Affiliation,I tried to help someone once and they turned on me.   I will never help again.
UghByr6LTL-ZcngCoAEC,noncounter,black,Default,"That's just one Black Man not the people.And there are of course Black Cops too,what about them,Young Turds?"
UgjDRatkcC7TYXgCoAEC,noncounter,lgbt,Default,"""Kirk Cameron says 'Homosexuality is unnatural'"", that's because it is."
UghiPmXwHPMW_ngCoAEC,noncounter,lgbt,Default,Well he's right from a biblical stand point whether you believe the bible or not. Kirk Cameron is on a secular television show telling you what he believes to be true to him you can't knock him for it. I'm Christian myself and have the same thinking pattern as him is homosexuality right? No but I'm not in any position to judge another persons sins Jesus himself said why worry about a speck in his eye when you have a log in yours? I rest my case
UgzpMzI5ziMwAw5-sa54AaABAg,counterspeech,jews,Pointing out hypocrisy or contradictions,"this is a lie a muslim does not encourage hate or hatred towards evil people i hope you all go to helll that would be a sin 
that i just said that to you but god is watching you liers you....god is watching"
Ugxv24GZRGKHwIakdQN4AaABAg,noncounter,jews,Default,"No it isnt between the muslims and jews, muslims have been using the Palestinian Israel conflict as a propaganda issue for many years because alot of this has escalated from there. Because the jews have control over an islamic territory according to the muslims. You see according to the muslims once they have controlled an area they cannot relinquish, EVER! The muslims do not like anyone none muslim but the jews and christians are stated in their quran, but any non muslim basically, atheists to."
UgyQaX_-xCgZLDFJCbl4AaABAg,counterspeech,jews,9,"This idiot Zahi Naik can't stop mumbling unintelligibly. He is wasting his time, too, gods do not exist!"
