Class,context,text,id
denouncing,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Could you mind your language? You are insulting millions of people who are Muslims. Isis are war criminals, but why are you equaling them with all Muslims?",171
facts,Muslims use acts of violence to punish people.,A true follower of the quran is not allowed to initiate a war and even when a just war breaks out muslims are not allowed to kill innocent people.,172
denouncing,Islam is the greatest threat to Western civilisation.,I'd say the real threat is divisive comments like this.,173
facts,Repatriation of Muslims to any Islamic country is a necessity. Islamic culture is not compatible with our values.,"I am no expert but I do not see Islam as a single, mono-culture any more than Christianity is. Surely the 'successful' religions are those that adapt and adopt aspects of the 'local' cultures.",174
support,The British government has a goal to convert us to an Islamic state which will be the home for all Muslims and a prison for opposition.,The British politicians want to impose on all of us the Islamic religion and so create an Islamic country which will be the refuge of all Muslims and will not permit opposition.,175
denouncing,All muslim women are stupid: we should not be influenced by them.,Sounds like thinly veiled sexism to me.,176
support,The world would be a better place without Muslims. They are only killing and raping our children.,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,177
denouncing,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",Once you burn books you burn people. Has history taught you nothing?,178
facts,Women and girls are harmed by Islamic that were allowed to enter in our country by our government.,"People invited to work in our mills and factories, invited to settle and contribute to our society. Doesn't fit any definition of an 'invasion' that I am familiar with.",179
facts,No religion claims to be the 'religion of peace' more than Islam. I wonder why they need to keep repeating this?,Maybe because people obviously haven't understood this and keep generalising a few extreme cases to the whole religion?,180
facts,Muslims do not have anything useful that can enrich our culture.,Muslims have contributed much to the UK due to their sterling educational achievements. More than half of Muslim schools in England surpass the national percentage GCSE average of 5 or more GCSE's or equivalent A*-C grades including English and Math GCSEs. This enables Muslims to work in important fields of Medicine and Law amongst others to enrich the lives of UK citizens.,181
